line_id	point_id	x	y	z	width_(um)	pixel_intensity
5	16	3.22400	7.69580	4.24074	0.48163	468.00000
5	17	3.12000	7.59200	4.50000	0.35812	254.50000
6	0	8.63200	6.65600	3.50000	0.19973	269.66667
6	1	8.63200	6.76000	3.50000	0.30845	432.16667
6	2	8.63200	6.86400	3.50000	0.36472	467.50000
6	3	8.63200	6.96800	3.50000	0.29322	330.33333
7	0	6.96800	6.55200	4.00000	0.16247	205.66667
7	1	6.99827	6.65600	3.92593	0.29364	248.50000
7	2	7.07606	6.76000	3.81481	0.40712	339.83333
7	3	7.17620	6.86380	3.68519	0.53015	541.50000
7	4	7.28000	6.96414	3.57407	0.46149	755.33333
7	5	7.38400	7.04539	3.51852	0.56179	924.16667
7	6	7.48800	7.09455	3.51852	0.55970	990.83333
7	7	7.59200	7.15325	3.57407	0.60372	990.50000
7	8	7.69600	7.19875	3.68519	0.67957	983.83333
7	9	7.80000	7.25725	3.81481	0.57116	771.16667
7	10	7.90400	7.30234	3.94444	0.43677	697.83333
7	11	8.00800	7.35333	4.07407	0.38787	505.66667
7	12	8.11200	7.34967	4.27778	0.42183	343.50000
7	13	8.21600	7.27573	4.59259	0.26776	350.00000
7	14	8.32000	7.17600	5.00000	0.19923	152.33333
8	0	4.99200	7.28000	4.50000	0.11026	118.66667
8	1	4.88800	7.35739	4.50000	0.15368	108.16667
8	2	4.78400	7.40269	4.50000	0.17721	124.83333
8	3	4.68000	7.43884	4.50000	0.30794	162.66667
8	4	4.57600	7.43316	4.50000	0.37663	167.16667
8	5	4.47200	7.46911	4.50000	0.38604	158.16667
8	6	4.36800	7.51055	4.50000	0.34861	207.66667
8	7	4.26400	7.56153	4.50000	0.32461	167.83333
8	8	4.16000	7.56173	4.50000	0.25093	113.33333
8	9	4.05600	7.51400	4.50000	0.21447	100.16667
8	10	3.95200	7.48800	4.50000	0.23537	97.50000
9	0	0.41600	4.05600	5.00000	0.10639	167.50000
9	1	0.41600	4.16000	5.00000	0.24451	173.66667
9	2	0.41600	4.26400	5.00000	0.17345	163.16667
10	0	1.66400	4.16000	5.00000	0.16903	167.83333
10	1	1.76800	4.19006	5.00000	0.24429	175.33333
10	2	1.87200	4.26400	5.00000	0.30538	216.83333
10	3	1.97600	4.33773	5.00000	0.25367	189.33333
10	4	2.08000	4.36394	5.00000	0.21828	152.00000
10	5	2.18400	4.36800	5.00000	0.18478	154.66667
11	0	5.30400	8.21600	5.00000	0.11964	167.50000
11	1	5.33427	8.32000	5.00000	0.23406	208.50000
11	2	5.41206	8.42400	5.00000	0.26860	212.16667
11	3	5.51200	8.52800	5.00000	0.26045	254.83333
12	0	0.41600	7.59200	5.50000	0.37683	476.16667
12	1	0.44627	7.49572	5.57407	0.37798	445.00000
12	2	0.52406	7.43702	5.68518	0.33777	314.66667
12	3	0.62420	7.43945	5.83333	0.31611	322.50000
12	4	0.72800	7.41081	6.01852	0.26116	315.83333
12	5	0.83200	7.41792	6.24074	0.38440	321.33333
12	6	0.93600	7.48800	6.50000	0.13668	279.83333
13	0	6.86400	9.77600	5.50000	0.07083	197.83333
13	1	6.96800	9.77600	5.50000	0.21977	225.00000
13	2	7.07200	9.77600	5.50000	0.22064	255.00000
13	3	7.17600	9.77600	5.50000	0.05542	227.16667
14	0	6.65600	8.00800	6.00000	0.41075	736.83333
14	1	6.55200	7.90806	6.00000	0.46179	824.16667
14	2	6.44800	7.83027	6.00000	0.45390	851.50000
14	3	6.34400	7.80000	6.01852	0.40341	782.00000
14	4	6.24000	7.76973	6.09259	0.39307	595.33333
14	5	6.13600	7.69194	6.25926	0.39855	166.33333
14	6	6.03200	7.59200	6.50000	0.10953	145.33333
15	0	0.93600	7.48800	6.50000	0.13668	279.83333
15	1	0.83200	7.56559	6.92593	0.19371	140.00000
15	2	0.72800	7.61434	7.27778	0.39746	303.00000
15	3	0.62400	7.66939	7.50000	0.33033	357.16667
15	4	0.52000	7.69214	7.55556	0.34518	371.16667
15	5	0.41600	7.69600	7.50000	0.29223	361.16667
16	0	0.93600	7.48800	6.50000	0.13668	279.83333
16	1	1.04000	7.41813	6.66667	0.30047	313.50000
16	2	1.14400	7.41467	6.83333	0.33083	140.50000
16	3	1.24800	7.46566	7.00000	0.31951	217.16667
16	4	1.35200	7.51055	7.16667	0.38477	227.00000
16	5	1.45600	7.56539	7.31482	0.47219	396.83333
16	6	1.56000	7.58834	7.42593	0.41246	431.66667
16	7	1.66400	7.59566	7.48148	0.40249	517.33333
16	8	1.76800	7.61861	7.50000	0.41322	520.50000
16	9	1.87200	7.67345	7.51852	0.40008	622.00000
16	10	1.97600	7.71855	7.57407	0.34480	552.83333
16	11	2.08000	7.77339	7.68518	0.41428	395.66667
16	12	2.18400	7.79614	7.83333	0.49148	401.00000
16	13	2.28800	7.79980	7.98148	0.38635	437.16667
16	14	2.39200	7.80020	8.11111	0.44767	406.16667
16	15	2.49600	7.80406	8.20370	0.49487	492.16667
16	16	2.60000	7.83027	8.29630	0.49488	243.00000
16	17	2.70400	7.90420	8.37037	0.37238	234.83333
16	18	2.80800	7.98180	8.44444	0.27983	253.50000
16	19	2.91200	8.03420	8.48148	0.26634	243.83333
16	20	3.01600	8.11180	8.50000	0.30038	356.66667
16	21	3.12000	8.18573	8.48148	0.36766	418.50000
16	22	3.22400	8.21214	8.42593	0.44558	458.16667
16	23	3.32800	8.21986	8.33333	0.51695	402.00000
16	24	3.43200	8.24627	8.25926	0.57752	366.00000
16	25	3.53600	8.32020	8.25926	0.54018	323.00000
16	26	3.64000	8.39759	8.33333	0.39809	200.00000
16	27	3.74400	8.44655	8.42593	0.25812	182.83333
16	28	3.84800	8.50525	8.48148	0.16644	205.83333
16	29	3.95200	8.55075	8.50000	0.29840	277.83333
16	30	4.05600	8.60925	8.50000	0.20692	202.16667
16	31	4.16000	8.65455	8.50000	0.17347	177.16667
16	32	4.26400	8.70959	8.50000	0.14050	163.00000
16	33	4.36800	8.73600	8.50000	0.19298	195.16667
17	0	7.38400	7.38400	7.00000	0.39428	410.66667
17	1	7.48800	7.41406	7.01852	0.46674	478.83333
17	2	7.59200	7.48820	7.07407	0.43557	425.83333
17	3	7.69580	7.56580	7.18518	0.45903	251.66667
17	4	7.79594	7.61841	7.31482	0.47507	180.50000
17	5	7.87353	7.69986	7.42593	0.34280	209.00000
17	6	7.89994	7.80020	7.48148	0.21941	295.50000
17	7	7.90400	7.90400	7.50000	0.03652	187.66667
18	0	5.61600	8.00800	7.50000	0.10944	259.33333
18	1	5.64241	8.11200	7.50000	0.24108	397.83333
18	2	5.69766	8.21580	7.50000	0.33461	548.66667
18	3	5.74661	8.31594	7.51852	0.39897	619.66667
18	4	5.82786	8.39353	7.57407	0.42843	552.66667
18	5	5.92820	8.42014	7.68518	0.48802	458.16667
18	6	6.03200	8.42786	7.81482	0.51691	583.83333
18	7	6.13600	8.45427	7.92593	0.48495	554.33333
18	8	6.24000	8.52800	8.00000	0.46643	517.83333
19	0	2.08000	8.21600	9.00000	0.10637	141.33333
19	1	2.07634	8.32000	9.00000	0.23455	183.50000
19	2	2.05745	8.42400	9.01852	0.30856	268.83333
19	3	2.02881	8.52800	9.07407	0.32769	240.00000
19	4	2.05745	8.63200	9.18519	0.44461	197.83333
19	5	2.07634	8.73600	9.31481	0.44102	152.83333
19	6	2.07980	8.84000	9.42593	0.35149	178.00000
19	7	2.08000	8.94400	9.48148	0.35122	250.00000
19	8	2.08000	9.04800	9.50000	0.33874	233.50000
19	9	2.07980	9.15200	9.50000	0.30093	249.33333
19	10	2.07614	9.25600	9.51852	0.28222	210.50000
19	11	2.05359	9.36000	9.57407	0.29233	152.50000
19	12	2.00241	9.46400	9.68519	0.41916	201.16667
19	13	1.97966	9.56800	9.79630	0.42538	235.50000
19	14	1.97234	9.67200	9.87037	0.37530	207.83333
19	15	1.94939	9.77600	9.87037	0.35426	219.50000
19	16	1.89455	9.88000	9.87037	0.32455	204.33333
19	17	1.84945	9.98400	9.88889	0.22829	144.33333
19	18	1.79441	10.08800	9.94444	0.14644	195.83333
19	19	1.76800	10.19200	10.00000	0.13051	160.00000
20	0	8.73600	9.46400	9.00000	0.08899	138.00000
20	1	8.65820	9.56800	9.25926	0.43367	332.66667
20	2	8.60559	9.67200	9.48148	0.34504	358.33333
20	3	8.52414	9.77600	9.66667	0.48901	443.66667
20	4	8.42380	9.87980	9.81481	0.48252	318.66667
20	5	8.32000	9.98014	9.92593	0.38868	289.66667
20	6	8.21600	10.06139	9.98148	0.29797	243.66667
20	7	8.11200	10.11034	9.98148	0.31274	287.50000
20	8	8.00800	10.16539	9.92593	0.32074	261.33333
20	9	7.90400	10.18834	9.83333	0.40654	357.16667
20	10	7.80000	10.19566	9.75926	0.48086	242.83333
20	11	7.69600	10.21841	9.75926	0.48941	237.50000
20	12	7.59200	10.26980	9.85185	0.35678	249.83333
20	13	7.48800	10.29600	10.00000	0.15481	213.00000
21	0	6.65600	10.29600	9.00000	0.08229	267.83333
21	1	6.76000	10.29600	9.00000	0.19392	368.33333
21	2	6.86400	10.29600	9.00000	0.12816	301.00000
22	0	3.22400	10.29600	10.00000	0.21555	170.50000
22	1	3.32800	10.19586	9.83333	0.38276	194.16667
22	2	3.43200	10.11461	9.68519	0.22880	108.00000
22	3	3.53600	10.06566	9.59259	0.17829	102.83333
22	4	3.64000	10.01061	9.59259	0.24777	165.66667
22	5	3.74400	9.98766	9.68519	0.26916	172.00000
22	6	3.84800	9.98055	9.83333	0.25617	238.00000
22	7	3.95200	9.96145	10.00000	0.28252	247.33333
22	8	4.05600	9.93302	10.16667	0.50150	433.66667
22	9	4.16000	9.96531	10.31481	0.48142	400.50000
22	10	4.26400	10.00675	10.42593	0.46597	331.16667
22	11	4.36800	10.06159	10.48148	0.43654	402.16667
22	12	4.47200	10.08800	10.50000	0.42436	345.50000
23	0	3.64000	10.29600	10.00000	0.39540	115.00000
23	1	3.64000	10.29600	10.50000	0.17073	206.83333
23	2	3.64000	10.29600	11.00000	0.19038	139.33333
23	3	3.64000	10.29600	11.50000	0.34988	53.83333
24	0	5.72000	6.86400	4.50000	0.17399	151.50000
24	1	5.81588	6.96800	4.50000	0.24229	166.33333
24	2	5.86706	7.07210	4.50000	0.25731	196.66667
24	3	5.81588	7.17742	4.50000	0.12254	185.16667
24	4	5.71959	7.28315	4.50000	0.06105	158.50000
24	5	5.61620	7.34866	4.50000	0.16703	128.00000
24	6	5.51606	7.28315	4.50000	0.05140	143.33333
24	7	5.43827	7.17742	4.50000	0.17108	161.33333
24	8	5.40800	7.07200	4.50000	0.18383	143.33333
