line_id	point_id	x	y	z	width_(um)	pixel_intensity
4	11	8.42400	7.17600	5.00000	0.08522	80.50000
5	0	8.21600	6.44800	5.00000	0.19803	26.33333
5	1	8.21600	6.55200	5.00000	0.13728	66.83333
5	2	8.21600	6.65600	5.00000	0.23052	75.00000
5	3	8.21600	6.76000	5.00000	0.14748	63.16667
6	0	1.66400	4.16000	5.50000	0.22086	59.33333
6	1	1.76800	4.23373	5.50000	0.31708	55.16667
6	2	1.87200	4.25994	5.50000	0.33165	111.50000
6	3	1.97600	4.26380	5.48148	0.33928	95.16667
6	4	2.08000	4.26400	5.42593	0.36350	79.66667
6	5	2.18400	4.26400	5.33333	0.38335	100.66667
6	6	2.28800	4.26400	5.25926	0.39458	106.00000
6	7	2.39200	4.26400	5.25926	0.41690	68.50000
6	8	2.49600	4.26400	5.35185	0.43413	86.50000
6	9	2.60000	4.26400	5.50000	0.24596	65.33333
7	0	0.52000	7.48800	5.50000	0.36525	189.83333
7	1	0.62400	7.46180	5.74074	0.49717	62.16667
7	2	0.72800	7.41041	6.00000	0.27074	108.16667
7	3	0.83200	7.38806	6.25926	0.48097	70.50000
7	4	0.93600	7.38806	6.50000	0.27802	116.83333
7	5	1.04000	7.41041	6.75926	0.27843	60.66667
7	6	1.14400	7.46180	7.09259	0.25341	41.66667
7	7	1.24800	7.48800	7.50000	0.32249	73.16667
8	0	6.13600	7.59200	6.00000	0.24737	133.83333
8	1	6.24000	7.69214	6.00000	0.28294	220.50000
8	2	6.34400	7.77359	6.00000	0.34717	255.33333
8	3	6.44800	7.82641	6.00000	0.40708	241.16667
8	4	6.55200	7.90786	6.00000	0.45456	247.16667
8	5	6.65600	8.00800	6.00000	0.43602	206.16667
9	0	7.38400	7.28000	7.00000	0.39036	151.83333
9	1	7.48800	7.35780	7.01852	0.42284	179.00000
9	2	7.59200	7.41041	7.07407	0.41148	142.66667
9	3	7.69600	7.49186	7.18518	0.44844	140.16667
9	4	7.80000	7.59220	7.31482	0.47409	112.16667
9	5	7.90400	7.69600	7.42593	0.33632	127.83333
9	6	8.00800	7.80000	7.50000	0.27199	93.00000
10	0	1.24800	7.48800	7.50000	0.32249	73.16667
10	1	1.35200	7.48800	7.50000	0.34419	99.33333
10	2	1.45600	7.48800	7.50000	0.35619	108.33333
10	3	1.56000	7.48820	7.51852	0.37505	118.16667
10	4	1.66400	7.49206	7.57407	0.42188	151.66667
10	5	1.76800	7.51847	7.68518	0.43311	181.00000
10	6	1.87200	7.59566	7.81482	0.43983	154.16667
10	7	1.97600	7.68828	7.92593	0.41003	158.00000
10	8	2.08000	7.74312	7.98148	0.46563	128.16667
10	9	2.18400	7.71834	8.01852	0.41446	161.33333
10	10	2.28800	7.69986	8.07407	0.42095	154.50000
10	11	2.39200	7.70027	8.18519	0.48233	136.16667
10	12	2.49600	7.72627	8.31481	0.44831	99.33333
10	13	2.60000	7.80020	8.42593	0.32788	99.50000
10	14	2.70400	7.87780	8.48148	0.29419	111.33333
10	15	2.80800	7.93041	8.50000	0.27782	78.00000
10	16	2.91200	8.01166	8.50000	0.37025	95.66667
10	17	3.01600	8.10814	8.50000	0.41735	107.16667
10	18	3.12000	8.18553	8.48148	0.41555	125.00000
10	19	3.22400	8.21214	8.42593	0.42886	108.16667
10	20	3.32800	8.21986	8.33333	0.49126	92.83333
10	21	3.43200	8.24627	8.25926	0.44838	105.16667
10	22	3.53600	8.32020	8.25926	0.37121	72.00000
10	23	3.64000	8.39780	8.33333	0.39558	89.00000
10	24	3.74400	8.45020	8.42593	0.34690	101.33333
10	25	3.84800	8.52800	8.50000	0.32384	101.16667
11	0	1.24800	7.48800	7.50000	0.32249	73.16667
11	1	1.14400	7.49186	7.74074	0.34517	83.50000
11	2	1.04000	7.51441	7.90741	0.30548	113.83333
11	3	0.93600	7.56559	7.98148	0.19816	99.66667
11	4	0.83200	7.58814	8.00000	0.15574	73.66667
11	5	0.72800	7.59200	8.00000	0.15867	70.33333
11	6	0.62400	7.59606	8.00000	0.23870	74.83333
11	7	0.52000	7.62227	8.00000	0.31594	71.00000
11	8	0.41600	7.69600	8.00000	0.21687	76.83333
12	0	5.72000	8.32000	7.50000	0.43371	118.33333
12	1	5.82400	8.32386	7.66667	0.51107	125.50000
12	2	5.92800	8.34641	7.81482	0.45599	125.16667
12	3	6.03200	8.39780	7.92593	0.38581	157.50000
12	4	6.13600	8.42420	7.98148	0.40820	225.83333
12	5	6.24000	8.45406	8.00000	0.45302	154.00000
12	6	6.34400	8.52800	8.00000	0.43747	152.00000
13	0	2.08000	8.21600	9.00000	0.09855	38.66667
13	1	2.08000	8.32000	9.00000	0.23364	68.16667
13	2	2.08000	8.42400	9.00000	0.25345	57.50000
14	0	1.97600	8.84000	9.50000	0.24589	66.33333
14	1	2.05359	8.94400	9.50000	0.30079	94.00000
14	2	2.10214	9.04800	9.50000	0.30787	60.33333
14	3	2.15353	9.15200	9.50000	0.28036	52.00000
14	4	2.15353	9.25600	9.50000	0.23676	66.66667
14	5	2.10234	9.36000	9.51852	0.29410	79.83333
14	6	2.05745	9.46400	9.57407	0.33434	51.16667
14	7	2.00261	9.56800	9.68519	0.47564	70.50000
14	8	1.97986	9.67200	9.83333	0.39510	57.00000
14	9	1.97600	9.77600	10.00000	0.01295	56.33333
15	0	8.73600	9.36000	9.50000	0.00800	37.33333
15	1	8.73580	9.46400	9.57407	0.20182	57.16667
15	2	8.73214	9.56800	9.68519	0.33597	68.50000
15	3	8.70939	9.67200	9.81481	0.35229	95.33333
15	4	8.65434	9.77600	9.94444	0.30226	141.00000
15	5	8.60539	9.88000	10.05556	0.40391	170.16667
15	6	8.52414	9.98359	10.16667	0.51186	120.50000
15	7	8.42380	10.08028	10.24074	0.53219	97.83333
15	8	8.32000	10.13898	10.24074	0.48237	106.66667
15	9	8.21600	10.13675	10.16667	0.39716	108.00000
15	10	8.11200	10.16925	10.07407	0.23953	91.16667
15	11	8.00800	10.18834	10.01852	0.11728	82.00000
15	12	7.90400	10.19200	10.00000	0.23230	103.66667
15	13	7.80000	10.19586	10.00000	0.31770	86.33333
15	14	7.69600	10.21841	10.00000	0.28002	100.00000
15	15	7.59200	10.26980	10.00000	0.23244	102.33333
15	16	7.48800	10.29600	10.00000	0.18894	114.66667
16	0	3.95200	10.08800	10.50000	0.28587	77.83333
16	1	4.05600	10.08414	10.50000	0.39407	121.50000
16	2	4.16000	10.06180	10.50000	0.40881	122.83333
16	3	4.26400	10.01447	10.50000	0.39646	117.16667
16	4	4.36800	10.01812	10.50000	0.32021	109.16667
16	5	4.47200	10.08800	10.50000	0.41326	130.33333
17	0	3.64000	8.73600	3.00000	0.37176	158.83333
17	1	3.74400	8.73580	3.00000	0.37999	183.16667
17	2	3.84800	8.73194	3.00000	0.33877	135.16667
17	3	3.95210	8.70543	3.00926	0.28603	145.83333
17	4	4.05742	8.62611	3.04630	0.20135	130.00000
17	5	4.16315	8.51652	3.14815	0.28348	117.33333
17	6	4.22866	8.39841	3.30556	0.42383	185.16667
17	7	4.16315	8.30893	3.48148	0.25685	152.16667
17	8	4.05742	8.21803	3.58333	0.29205	127.50000
17	9	3.95210	8.13830	3.60185	0.35934	166.16667
17	10	3.84800	8.08580	3.57407	0.38610	161.16667
17	11	3.74400	8.00800	3.59259	0.34675	147.16667
17	12	3.64000	7.93041	3.68519	0.38145	172.16667
17	13	3.53600	7.88145	3.81481	0.41609	125.50000
17	14	3.43200	7.82255	3.94444	0.26484	115.33333
17	15	3.32800	7.77339	4.07407	0.29531	121.16667
17	16	3.22400	7.69214	4.25926	0.48235	98.83333
17	17	3.12000	7.59200	4.50000	0.37590	103.66667
